Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"161.108","Treponema pallidum subsp. pallidum SS14",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","SS14",,,,,,,,,,,,,,,,,,,,"Good","2023-03-14T00:00:00Z",,,"PRJNA885511","SAMN31097690",,,"CP111131",,,"Illumina MiSeq","37.0x","SPAdes v. 3.15",,,1,1139545,52.768936,1,1139545,41,5,,1041,96.4,96.2,,100,,"in vitro culture",,"2021",2021,,,,"not applicable",,"Homo sapiens","Human",,,"Syphilis","Human",,"Week7",,"collected_by:Lorenzo Giacani, University of Washington;sample_type:coculture with SfEP1",,"2023-03-26T22:00:04.658Z","2023-03-26T22:00:04.658Z"
"161.109","Treponema pallidum subsp. pallidum SS14",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","SS14",,,,,,,,,,,,,,,,,,,,"Good","2023-03-14T00:00:00Z",,,"PRJNA885511","SAMN31097687",,,"CP111132",,,"Illumina MiSeq","125.0x","SPAdes v. 3.15",,,1,1139545,52.768757,1,1139545,41,5,,1038,96.4,96.2,,100,,"in vitro culture",,"2021",2021,,,,"not applicable",,"Homo sapiens","Human",,,"Syphilis","Human",,"Week4",,"collected_by:Lorenzo Giacani, University of Washington;sample_type:coculture with SfEP1",,"2023-03-26T22:00:06.553Z","2023-03-26T22:00:06.553Z"
"161.110","Treponema pallidum subsp. pallidum SS14",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","SS14",,,,,,,,,,,,,,,,,,,,"Good","2023-03-14T00:00:00Z",,,"PRJNA885511","SAMN31097685",,,"CP111133",,,"Illumina MiSeq","83.0x","SPAdes v. 3.15",,,1,1139547,52.773476,1,1139547,41,5,,1058,96.4,95.7,4,100,,"in vitro culture",,"2021",2021,,,,"not applicable",,"Homo sapiens","Human",,,"Syphilis","Human",,"Week2",,"collected_by:Lorenzo Giacani, University of Washington;sample_type:coculture with SfEP1",,"2023-03-26T22:00:06.133Z","2023-03-26T22:00:06.133Z"
"161.111","Treponema pallidum subsp. pallidum SS14",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","SS14",,,,,,,,,,,,,,,,,,,,"Good","2023-03-14T00:00:00Z",,,"PRJNA885511","SAMN31097684",,,"CP111134",,,"Illumina MiSeq","483.0x","SPAdes v. 3.15",,,1,1139539,52.768764,1,1139539,41,5,,1038,96.4,96.2,,100,,"in vitro culture",,"2021",2021,,,,"not applicable",,"Homo sapiens","Human",,,"Syphilis","Human",,"Week1",,"collected_by:Lorenzo Giacani, University of Washington;sample_type:coculture with SfEP1",,"2023-03-26T22:01:43.487Z","2023-03-26T22:01:43.487Z"
"161.112","Treponema pallidum subsp. pallidum SS14",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","SS14",,,,,,,,,,,,,,,,,,,,"Good","2023-03-14T00:00:00Z",,,"PRJNA885511","SAMN31097683",,,"CP111135",,,"Illumina MiSeq","61.7x","SPAdes v. 3.15",,,1,1139544,52.768612,1,1139544,40,5,,1032,96.4,96.2,,100,,"in vitro culture",,"2021",2021,,,,"not applicable",,"Homo sapiens","Human",,,"Syphilis","Human",,"Week0_WT",,"collected_by:Lorenzo Giacani, University of Washington;sample_type:coculture with SfEP1",,"2023-03-26T22:00:35.186Z","2023-03-26T22:00:35.186Z"
"161.67","Treponema pallidum subsp. pallidum strain Haiti B",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","Haiti B",,,,,,,,,,,,,,,,,,,,"Good","2018-10-07T00:00:00Z",,,"PRJNA414170","SAMN07780978","GCA_003627115.1",,"CP032623","Masaryk University, Faculty of Medicine","Complete","Illumina MiSeq; Sanger","3504.0x","SeqMan NGen v. 4.1.0.",,,1,1139526,52.78498,,1139526,43,1,,1038,99.7,99.6,,,,"lesions on the lower abdomen","isolated in 1951 on Haiti","1951",1951,,"Haiti","North America","Haiti: Cotes-de-Fer",,"Human, Homo sapiens","Human","male","11","syphilis","Human",,,,"collected_by:Dr S. Levitan","Complete genome sequencing of Treponema pallidum subsp. pallidum strain Haiti B isolated in 1951 on Haiti.","2018-11-28T20:36:36.951Z","2018-11-28T20:36:36.951Z"
"161.68","Treponema pallidum subsp. pallidum strain CW88",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","CW88",,,,,,,,,,,,,,,,,,,,"Good","2019-05-14T00:00:00Z",,,"PRJNA508872","SAMN10534861","GCA_005311045.1",,"CP034912","Masaryk University","Complete","Illumina NextSeq","68x","SPAdes v. 3.11.1",,,1,1139445,52.78267,1,1139445,43,6,,1042,,,,,,"genital smear",,"2017",2017,,"Czech Republic","Europe","Czech Republic",,"Human, Homo sapiens","Human",,,"syphilis","Human",,,,,"This study aimed at obtaining complete genome sequences of Treponema pallidum subsp. pallidum strains causing contemporary syphilis infection. To achieve this aim, a new DpnI enrichment approach was used based on selective binding of prokaryotic DNA in samples containing eukaryotic DNA.","2019-07-13T18:28:38.527Z","2019-07-13T18:28:38.527Z"
"161.69","Treponema pallidum subsp. pallidum strain CW83",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","CW83",,,,,,,,,,,,,,,,,,,,"Good","2019-05-14T00:00:00Z",,,"PRJNA508872","SAMN10534856","GCA_005311085.1",,"CP034917","Masaryk University","Complete","Illumina NextSeq","35x","SPAdes v. 3.11.1",,,1,1139543,52.785637,1,1139543,43,6,,1037,,,,,,"genital smear",,"2015",2015,,"Cuba","North America","Cuba",,"Human, Homo sapiens","Human",,,"syphilis","Human",,,,,"This study aimed at obtaining complete genome sequences of Treponema pallidum subsp. pallidum strains causing contemporary syphilis infection. To achieve this aim, a new DpnI enrichment approach was used based on selective binding of prokaryotic DNA in samples containing eukaryotic DNA.","2019-07-13T18:28:19.216Z","2019-07-13T18:28:19.216Z"
"161.70","Treponema pallidum subsp. pallidum strain CW86",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","CW86",,,,,,,,,,,,,,,,,,,,"Good","2019-05-14T00:00:00Z",,,"PRJNA508872","SAMN10534859","GCA_005311065.1",,"CP034914","Masaryk University","Complete","Illumina NextSeq","38x","SPAdes v. 3.11.1",,,1,1139665,52.786186,1,1139665,43,6,,1034,,,,,,"genital smear",,"2013",2013,,"France","Europe","France",,"Human, Homo sapiens","Human",,,"syphilis","Human",,,,,"This study aimed at obtaining complete genome sequences of Treponema pallidum subsp. pallidum strains causing contemporary syphilis infection. To achieve this aim, a new DpnI enrichment approach was used based on selective binding of prokaryotic DNA in samples containing eukaryotic DNA.","2019-07-13T18:28:51.202Z","2019-07-13T18:28:51.202Z"
"161.71","Treponema pallidum subsp. pallidum strain CW82",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","CW82",,,,,,,,,,,,,,,,,,,,"Good","2019-05-14T00:00:00Z",,,"PRJNA508872","SAMN10534855","GCA_005311105.1",,"CP034972","Masaryk University","Complete","Illumina NextSeq","127x","SPAdes v. 3.11.1",,,1,1139773,52.792435,1,1139773,43,6,,1034,,,,,,"genital smear",,"2016",2016,,"Cuba","North America","Cuba",,"Human, Homo sapiens","Human",,,"syphilis","Human",,,,,"This study aimed at obtaining complete genome sequences of Treponema pallidum subsp. pallidum strains causing contemporary syphilis infection. To achieve this aim, a new DpnI enrichment approach was used based on selective binding of prokaryotic DNA in samples containing eukaryotic DNA.","2019-07-13T18:29:39.075Z","2019-07-13T18:29:39.075Z"
"161.72","Treponema pallidum subsp. pallidum strain CW65",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","CW65",,,,,,,,,,,,,,,,,,,,"Good","2019-05-14T00:00:00Z",,,"PRJNA508872","SAMN10534854","GCA_005311125.1",,"CP034918","Masaryk University","Complete","Illumina NextSeq","27x","SPAdes v. 3.11.1",,,1,1139123,52.78213,1,1139123,43,6,,1034,,,,,,"anal smear",,"2014",2014,,"Australia","Oceania","Australia",,"Human, Homo sapiens","Human",,,"syphilis","Human",,,,,"This study aimed at obtaining complete genome sequences of Treponema pallidum subsp. pallidum strains causing contemporary syphilis infection. To achieve this aim, a new DpnI enrichment approach was used based on selective binding of prokaryotic DNA in samples containing eukaryotic DNA.","2019-07-13T18:29:40.743Z","2019-07-13T18:29:40.743Z"
"161.73","Treponema pallidum subsp. pallidum strain CW56",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","CW56",,,,,,,,,,,,,,,,,,,,"Good","2019-05-14T00:00:00Z",,,"PRJNA508872","SAMN10534852","GCA_005311145.1",,"CP034920","Masaryk University","Complete","Illumina NextSeq","84x","SPAdes v. 3.11.1",,,1,1139415,52.783318,1,1139415,43,6,,1040,,,,,,"genital smear",,"2013",2013,,"Cuba","North America","Cuba",,"Human, Homo sapiens","Human",,,"syphilis","Human",,,,,"This study aimed at obtaining complete genome sequences of Treponema pallidum subsp. pallidum strains causing contemporary syphilis infection. To achieve this aim, a new DpnI enrichment approach was used based on selective binding of prokaryotic DNA in samples containing eukaryotic DNA.","2019-07-13T18:30:15.257Z","2019-07-13T18:30:15.257Z"
"161.74","Treponema pallidum subsp. pallidum strain CW30",,161,"131567;2;203691;203692;136;2845253;157;160;161","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","CW30",,,,,,,,,,,,,,,,,,,,"Good","2019-05-14T00:00:00Z",,,"PRJNA508872","SAMN10534851","GCA_005311165.1",,"CP034921","Masaryk University","Complete","Illumina NextSeq","500x","SPAdes v. 3.11.1",,,1,1139568,52.785915,1,1139568,43,6,,1039,,,,,,"genital smear",,"2014",2014,,"Czech Republic","Europe","Czech Republic",,"Human, Homo sapiens","Human",,,"syphilis","Human",,,,,"This study aimed at obtaining complete genome sequences of Treponema pallidum subsp. pallidum strains causing contemporary syphilis infection. To achieve this aim, a new DpnI enrichment approach was used based on selective binding of prokaryotic DNA in samples containing eukaryotic DNA.","2019-07-13T18:30:37.685Z","2019-07-13T18:30:37.685Z"
