Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"2563662.3","Treponema sp. OMZ 906",,2563662,"131567;2;203691;203692;136;2845253;157;2638727;2563662","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 906","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 906","Complete","OMZ 906",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253844","GCA_024181185.1",,"CP051196",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","559.0x","Canu v. 1.8; pilon v. 1.22",,,1,2812357,44.503666,1,2812357,49,3,,2698,94.5,94,,100,,"subgingival plaque",,,,,"Switzerland","Europe","Switzerland",,"Homo sapiens","Human",,,"Unreported","Human",,,,,,"2022-07-30T05:46:16.331Z","2022-07-30T05:46:16.331Z"
"2563664.3","Treponema sp. OMZ 788",,2563664,"131567;2;203691;203692;136;2845253;157;2638727;2563664","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 788","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 788","Complete","OMZ 788",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253875","GCA_024181245.1",,"CP051199",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","715.0x","Canu v. 1.8; pilon v. 1.22",,,1,2814576,37.812943,1,2814576,44,2,,2936,95.1,91.8,11.1,100,,"subgingival plaque",,,,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:23.520Z","2022-07-30T05:46:23.520Z"
"2563665.3","Treponema sp. OMZ 790",,2563665,"131567;2;203691;203692;136;2845253;157;2638727;2563665","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 790","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 790","Complete","OMZ 790",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253876","GCA_024181285.1",,"CP051201",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","597.0x","Canu v. 1.8; pilon v. 1.22",,,1,3093697,37.666294,1,3093697,44,2,,3065,95.3,94.6,,100,,"subgingival plaque",,,,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:16.986Z","2022-07-30T05:46:16.986Z"
"2563666.3","Treponema sp. OMZ 791",,2563666,"131567;2;203691;203692;136;2845253;157;2638727;2563666","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 791","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 791","Complete","OMZ 791",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253877","GCA_024181305.1",,"CP051202",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","542.0x","Canu v. 1.8; pilon v. 1.22",,,1,3091342,37.641,1,3091342,45,2,,3065,95.4,94.4,,100,,"subgingival plaque",,,,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:25.837Z","2022-07-30T05:46:25.837Z"
"2563667.3","Treponema sp. OMZ 792",,2563667,"131567;2;203691;203692;136;2845253;157;2638727;2563667","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 792","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 792","Complete","OMZ 792",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253878","GCA_024181345.1",,"CP051203",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","476.0x","Canu v. 1.8; pilon v. 1.22",,,1,2919017,37.899437,1,2919017,44,2,,2776,95.3,94.7,,100,,"subgingival plaque",,,,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:21.586Z","2022-07-30T05:46:21.586Z"
"2563668.3","Treponema sp. OMZ 799",,2563668,"131567;2;203691;203692;136;2845253;157;2638727;2563668","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 799","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 799","Complete","OMZ 799",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253879","GCA_024181365.1",,"CP051301",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","504.0x","Canu v. 1.8; pilon v. 1.22",,,1,3041759,37.751053,1,3041759,44,2,,2863,95.4,94.8,,100,,"subgingival plaque",,,,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:28.884Z","2022-07-30T05:46:28.884Z"
"2563669.3","Treponema sp. OMZ 787",,2563669,"131567;2;203691;203692;136;2845253;157;2638727;2563669","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 787","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 787","Complete","OMZ 787",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253880","GCA_024181225.1",,"CP051198",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","1332.0x","SPAdes v. 3.12.0; Unicycler v. 0.4.5;",,,1,2756918,37.798985,1,2756918,44,2,,2589,95.5,95.2,,100,,"subgingival plaque",,"2000-07",2000,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:11.067Z","2022-07-30T05:46:11.067Z"
"2563670.3","Treponema sp. OMZ 789",,2563670,"131567;2;203691;203692;136;2845253;157;2638727;2563670","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 789","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 789","Complete","OMZ 789",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253881","GCA_024181265.1",,"CP051200",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","1036.0x","Canu v. 1.8; pilon v. 1.22",,,1,3067554,37.662354,1,3067554,44,2,,2966,95.4,95,,100,,"subgingival plaque",,,,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:14.878Z","2022-07-30T05:46:14.878Z"
"2563671.3","Treponema sp. OMZ 798",,2563671,"131567;2;203691;203692;136;2845253;157;2638727;2563671","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 798","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. OMZ 798","Complete","OMZ 798",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN11253882","GCA_024181385.1",,"CP051305",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","951.0x","SPAdes v. 3.12.0; Unicycler v. 0.4.5;",,,1,2892562,37.947327,1,2892562,44,2,,2727,95.3,94.7,,100,,"subgingival plaque",,,,,"Germany","Europe","Germany",,"Canis lupus familiaris","Dog",,,"Health","Nonhuman Mammal",,,,,,"2022-07-30T05:46:15.639Z","2022-07-30T05:46:15.639Z"
"2749432.3","Treponema sp. B152",,2749432,"131567;2;203691;203692;136;2845253;157;2638727;2749432","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. B152","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. B152","Complete","B152",,,,,,,,,,,,,,,,,,,,"Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN15402430","GCA_024181665.1",,"CP058668",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","977.0x","SPAdes v. 3.12.0; Unicycler v. 0.4.5;",,,1,2758702,38.00077,1,2758702,44,3,,2627,95.1,94.6,,100,,,,,,,,,,,,,,,,,,,,,,"2022-07-30T05:46:38.477Z","2022-07-30T05:46:38.477Z"
"2766701.3","Treponema sp. Marseille-Q4132",,2766701,"131567;2;203691;203692;136;2845253;157;2638727;2766701","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. Marseille-Q4132","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. Marseille-Q4132","Complete","Marseille-Q4132",,,,,,,,,,,,,,,,,,,,"Good","2020-08-31T00:00:00Z",,,"PRJNA658732","SAMN15887679","GCA_014334835.1",,"CP060591","IHU - Mediterranee Infection","Complete","Illumina","69.81x","SPAdes v. 3.10",,,1,2727014,48.325176,1,2727014,48,3,,2690,93.4,92.6,,,,"Human oral cavity","isolated from obtained from human oral cavity part of a 'culturomics' study aimaing at cultivating all bacteria in human feces","2020-07-24",2020,,"France","Europe","France:Marseille",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","Treponema buccomassiliensis strain Marseille-Q4132 was isolated from obtained from human oral cavity part of a 'culturomics' study aimaing at cultivating all bacteria in human feces.","2020-11-27T18:43:31.461Z","2020-11-27T18:43:31.461Z"
"2787628.3","Treponema sp. RCC2812",,2787628,"131567;2;203691;203692;136;2845253;157;2787628","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema peruense","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema peruense","Complete","RCC2812",,,,,,,,,,,,,,,,,,,"Representative","Good","2020-12-18T00:00:00Z",,,"PRJNA676019","SAMN16746786","GCA_016117655.1",,"CP064936","VIB-KU LEUVEN","Complete","PacBio Sequel","424.0x","SMRT portal v. Version 3.2.0",,,1,2738066,41.242615,1,2738066,51,8,,2519,95.1,93.9,,,,"feaces",,"2015-06-11",2015,,"Peru","South America","Peru: Remoyacu",,"Human, Homo sapiens","Human",,,,"Human",,,,,"This Treponema is the first commensal Treponema isolated from the human fecal flora, which may shed light on their impact on human health","2021-01-01T20:20:12.474Z","2021-01-01T20:20:12.474Z"
"491078.5","Treponema pallidum subsp. pertenue str. SamoaD",,491078,"131567;2;203691;203692;136;2845253;157;160;168;491078","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pertenue;Treponema pallidum subsp. pertenue str. SamoaD","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema pallidum","Complete","SamoaD",,,,,,,,,,,,,,,,,,,"Representative","Good","2013-12-11T00:00:00Z","22292095",,"PRJNA30671","SAMN00000317","GCA_000246755.1",,"CP002374",,,,,,,,1,1139330,52.781013,1,1139330,42,6,,1033,96.4,96.2,,100,,,,,,,,,,,,,,,,,,,,,,"2022-12-09T19:00:07.235Z","2022-12-09T19:00:07.235Z"
"545694.3","Treponema primitia ZAS-2",,545694,"131567;2;203691;203692;136;2845253;157;88058;545694","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema primitia;Treponema primitia ZAS-2","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema primitia","Complete","ZAS-2",,,,,,,,,,,,,,,,,,,"Representative","Good","2011-05-23T00:00:00Z","21326336",,"PRJNA30189","SAMN02603452","GCA_000214375.1",,"CP001843","J. Craig Venter Institute","Complete",,,,,,1,4059867,50.9,1,4059867,49,6,,3679,99,98.7,5.3,87.9,,,,,,,,,,,,,,,,,,,,,"Treponema primitia ZAS-2. Treponema primitia ZAS-2 will be used for comparative analysis with other insect symbionts. ","2014-12-08T22:13:43.076Z","2015-03-16T03:17:09.594Z"
"545776.8","Treponema paraluiscuniculi Cuniculi A",,545776,"131567;2;203691;203692;136;2845253;157;53435;545776","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema paraluiscuniculi;Treponema paraluiscuniculi Cuniculi A","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema paraluiscuniculi","Complete","Cuniculi A",,,,,,,,,,,,,,,,,,,,"Good","2014-01-30T00:00:00Z","21655244",,"PRJNA30657","SAMN02603006",,,"CP002103",,,,,,,,1,1133390,52.73595,1,1133390,43,6,,1029,96.3,96.1,,100,,,,,,,,,,,,,,,,,,,,,,"2022-12-26T02:02:25.550Z","2022-12-26T02:02:25.550Z"
"58231.6","Treponema medium strain ATCC 700293",,58231,"131567;2;203691;203692;136;2845253;157;58231","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema medium","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema medium","Complete","ATCC 700293",,,,,,,,,,,,,,,,,"ATCC:700293",,,"Good","2021-03-03T00:00:00Z",,,"PRJNA482935","SAMN09721498","GCA_017161265.1",,"CP031393","University of Liverpool","Complete","454; Illumina MiSeq","1.0x","SPAdes v. 3.0.0; Newbler v. 2.0.00.20",,,1,2721998,44.26135,1,2721998,50,2,,2617,94.3,93.7,,,,"oral",,,,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The complete genome of the human oral pathogen, Treponema medium.","2021-03-27T21:38:48.549Z","2021-03-27T21:38:48.549Z"
"69710.20","Treponema vincentii OMZ 804",,69710,"131567;2;203691;203692;136;2845253;157;69710","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema vincentii","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema vincentii","Complete","OMZ 804",,,,,,,,,,,,,,,,,"ATCC:700766",,,"Good","2020-02-10T00:00:00Z",,,"PRJNA602574","SAMN11253843","GCA_010365865.1",,"CP048020",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","260.0x","Canu v. 1.8",,,1,2980180,44.319202,1,2980180,50,3,,3149,94.3,92.6,,100,,"subgingival plaque",,"1994",1994,,"Switzerland","Europe","Switzerland",,"Homo sapiens","Human",,,"Periodontitis","Human",,,,,,"2022-06-23T14:55:10.356Z","2022-06-23T14:55:10.356Z"
"69713.4","Treponema socranskii subsp. buccale ATCC 35534",,69713,"131567;2;203691;203692;136;2845253;157;53419;69713","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema socranskii;Treponema socranskii subsp. buccale","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema socranskii","Complete","ATCC 35534",,,,,,,,,,,,,,,,,"ATCC:35534",,"Representative","Good","2022-07-07T00:00:00Z",,,"PRJNA284866","SAMN15042362","GCA_024181585.1",,"CP054258",,"Complete","Illumina HiSeq; Oxford Nanopore MiniION","931.0x","SPAdes v. 3.12.0; Unicycler v. 0.4.5;",,,1,2805741,48.9918,1,2805741,48,2,,2792,93.1,91.9,,100,,"subgingival plaque",,"1998-03",1998,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-30T05:46:42.124Z","2022-07-30T05:46:42.124Z"
