Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1105100.3","Rickettsia rickettsii str. Hino",,1105100,"131567;2;1224;28211;766;775;33988;780;114277;783;1105100","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rickettsii;Rickettsia rickettsii str. Hino","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia rickettsii","Complete","Hino (RPJ)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75011","SAMN02603548","GCA_000283815.1",,"CP003309.1,CP003310.1",,"Complete",,,,,1,2,1286792,32.6357,1,1269837,36,3,,1593,99.9,99.8,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Hino (RPJ).","2014-12-08T22:12:44.430Z","2015-03-16T03:17:09.594Z"
"1105101.3","Rickettsia rickettsii str. Hlp#2",,1105101,"131567;2;1224;28211;766;775;33988;780;114277;783;1105101","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rickettsii;Rickettsia rickettsii str. Hlp#2","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia rickettsii","Complete","Hlp#2 (RPK)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75015","SAMN02603549","GCA_000283935.1",,"CP003311.1",,"Complete",,,,,,1,1270751,32.5,1,1270751,34,3,,1574,99.9,99.7,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Hlp#2 (RPK).","2014-12-08T22:12:44.439Z","2015-03-16T03:17:09.594Z"
"1105102.4","Rickettsia rickettsii str. Colombia",,1105102,"131567;2;1224;28211;766;775;33988;780;114277;783;1105102","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rickettsii;Rickettsia rickettsii str. Colombia","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia rickettsii","Complete","Colombia (RPL)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75019","SAMN02603550","GCA_000283775.1",,"CP003306.1",,"Complete",,,,,,1,1270083,32.5,1,1270083,34,3,,1560,99.9,99.9,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Colombia (RPL).","2014-12-08T22:12:44.412Z","2015-03-16T03:17:09.594Z"
"1105103.4","Rickettsia rickettsii str. Hauke",,1105103,"131567;2;1224;28211;766;775;33988;780;114277;783;1105103","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rickettsii;Rickettsia rickettsii str. Hauke","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia rickettsii","Complete","Hauke (RPM)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75021","SAMN02603551","GCA_000283835.1",,"CP003318.1",,"Complete",,,,,,1,1269774,32.5,1,1269774,34,3,,1570,99.9,99.9,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Hauke (RPM).","2014-12-08T22:12:44.421Z","2015-03-16T03:17:09.594Z"
"1105104.3","Rickettsia rickettsii str. Brazil",,1105104,"131567;2;1224;28211;766;775;33988;780;114277;783;1105104","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rickettsii;Rickettsia rickettsii str. Brazil","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia rickettsii","Complete","Brazil (RPN)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75023","SAMN02603552","GCA_000283955.1",,"CP003305.1",,"Complete",,,,,,1,1255681,32.5,1,1255681,34,3,,1547,99.9,99.9,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Brazil (RPN).","2014-12-08T22:12:44.404Z","2015-03-16T03:17:09.594Z"
"1105105.4","Rickettsia rickettsii str. Arizona",,1105105,"131567;2;1224;28211;766;775;33988;780;114277;783;1105105","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rickettsii;Rickettsia rickettsii str. Arizona","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia rickettsii","Complete","Arizona (RPO)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75025","SAMN02603553","GCA_000283795.1",,"CP003307.1",,"Complete",,,,,,1,1267197,32.4,1,1267197,34,3,,1580,99.9,99.9,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Arizona (RPO).","2014-12-08T22:12:44.395Z","2015-03-16T03:17:09.594Z"
"1105107.3","Rickettsia canadensis str. CA410",,1105107,"131567;2;1224;28211;766;775;33988;780;1129742;788;1105107","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;belli group;Rickettsia canadensis;Rickettsia canadensis str. CA410","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia canadensis","Complete","CA410 (RCA)",,,,,,,,,,,,,,,,," ",,"Representative","Good","2012-02-17T00:00:00Z",,,"PRJNA75029","SAMN02603555","GCA_000283915.1",,"CP003304.1",,"Complete",,,,,,1,1150228,31,1,1150228,33,3,,1130,99.6,99.6,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia canadensis CA410 (RCA).","2014-12-08T22:12:44.084Z","2015-03-16T03:17:09.594Z"
"1105108.3","Rickettsia parkeri str. Portsmouth",,1105108,"131567;2;1224;28211;766;775;33988;780;114277;35792;1105108","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia parkeri;Rickettsia parkeri str. Portsmouth","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia parkeri","Complete","Portsmouth (RPA)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-01T00:00:00Z",,,"PRJNA75031","SAMN02603556","GCA_000284195.1",,"CP003341.1",,"Complete",,,,,,1,1300386,32.4,1,1300386,33,3,,1604,99.9,99.6,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia parkeri Portsmouth (RPA).","2014-12-08T22:12:44.228Z","2015-03-16T03:17:09.594Z"
"1105109.3","Rickettsia slovaca str. D-CWPP",,1105109,"131567;2;1224;28211;766;775;33988;780;114277;35794;1105109","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia slovaca;Rickettsia slovaca str. D-CWPP","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia slovaca","Complete","D-CWPP (RSB)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-09T00:00:00Z",,,"PRJNA75033","SAMN02603557","GCA_000252365.1",,"CP003375.1",,"Complete",,,,,,1,1275720,32.5,1,1275720,33,3,,1598,99.9,99.6,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia slovaca D-CWPP (RSB).","2014-12-08T22:12:44.502Z","2015-03-16T03:17:09.594Z"
"1105110.3","Rickettsia australis str. Cutlack",,1105110,"131567;2;1224;28211;766;775;33988;780;114277;787;1105110","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia australis;Rickettsia australis str. Cutlack","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia australis","Complete","Cutlack (RAU)",,,,,,,,,,,,,,,,," ",,"Representative","Good","2012-03-01T00:00:00Z",,,"PRJNA75037","SAMN02603558","GCA_000284155.1",,"CP003338.1,CP003339.1",,"Complete",,,,,1,2,1323280,32.3282,1,1296670,33,3,,1565,99.8,99.2,1.6,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia australis Cutlack (RAU).","2014-12-08T22:12:44.057Z","2015-03-16T03:17:09.594Z"
"1105111.3","Candidatus Rickettsia amblyommii str. GAT-30V",,1105111,"131567;2;1224;28211;766;775;33988;780;114277;33989;1105111","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia amblyommatis;Rickettsia amblyommatis str. GAT-30V","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia amblyommatis","Complete","GAT-30V (RAM)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-01T00:00:00Z",,,"PRJNA75043","SAMN02603561","GCA_000284055.1",,"CP003334.1,CP003337.1,CP003335.1,CP003336.1",,"Complete",,,,,3,4,1480884,32.4475,1,1407796,33,3,,1846,99.8,99.3,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia amblyommii GAT-30V (RAM).","2014-12-08T22:10:50.622Z","2015-03-16T03:17:09.594Z"
"1105112.3","Rickettsia massiliae str. AZT80",,1105112,"131567;2;1224;28211;766;775;33988;780;114277;35791;1105112","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia massiliae;Rickettsia massiliae str. AZT80","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia massiliae","Complete","AZT80 (RMB)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75039","SAMN02603559","GCA_000283855.1",,"CP003319.1,CP003320.1",,"Complete",,,,,1,2,1278719,32.5941,1,1263719,33,3,,1601,99.9,99.3,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia massiliae AZT80 (RMB).","2014-12-08T22:12:44.201Z","2015-03-16T03:17:09.594Z"
"1105113.3","Rickettsia rhipicephali str. 3-7-female6-CWPP",,1105113,"131567;2;1224;28211;766;775;33988;780;114277;33992;1105113","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rhipicephali;Rickettsia rhipicephali str. 3-7-female6-CWPP","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia rhipicephali","Complete","3-7-female6-CWPP (RRH)",,,,,,,,,,,,,,,,," ",,"Representative","Good","2012-03-01T00:00:00Z",,,"PRJNA75041","SAMN02603560","GCA_000284075.1",,"CP003342.1,CP003343.1",,"Complete",,,,,1,2,1305467,32.3884,1,1290368,33,3,,1621,99.9,99.4,1.6,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia massiliae AZT80 (RMB).","2014-12-08T22:12:44.376Z","2015-03-16T03:17:09.594Z"
"1105114.3","Rickettsia montanensis str. OSU 85-930",,1105114,"131567;2;1224;28211;766;775;33988;780;114277;33991;1105114","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia montanensis;Rickettsia montanensis str. OSU 85-930","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia montanensis","Complete","OSU 85-930 (RMO)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-01T00:00:00Z",,,"PRJNA75045","SAMN02603562","GCA_000284175.1",,"CP003340.1",,"Complete",,,,,,1,1279798,32.6,1,1279798,33,3,,1513,99.8,99.8,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia montanensis OSU 85-930 (RMO).","2014-12-08T22:12:44.219Z","2015-03-16T03:17:09.594Z"
