Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"116598.94","Wolbachia endosymbiont of Diaphorina citri KPSwDi1234",,116598,"131567;2;1224;28211;766;942;952;953;2640676;116598","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Diaphorina citri","Bacteria",,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Diaphorina citri","Complete","KPSwDi1234",,,,,,,,,,,,,,,,,,,,"Good","2021-07-27T00:00:00Z",,,"PRJNA603775","SAMN13940804",,,"CP048818",,,"PacBio Sequel","49.63x","Canu v. 1.9",,,1,1515763,34.049583,1,1515763,33,3,,1514,97.8,95.9,7.3,91.6,,"Drosophila s2 cells",,"2019-05-07",2019,,"USA","North America","USA: Lake Alfred, Florida",,"Diaphorina citri","Asian citrus psyllid",,,,"Insect",,,,"sample_type:Bacteria",,"2022-12-26T05:01:53.873Z","2022-12-26T05:01:53.873Z"
"1173064.3","Anaplasma phagocytophilum JM",,1173064,"131567;2;1224;28211;766;942;768;106179;948;1173064","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;phagocytophilum group;Anaplasma phagocytophilum;Anaplasma phagocytophilum str. JM","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma","Anaplasma phagocytophilum","Complete","JM",,,,"MLST.Anaplasma_phagocytophilum.64",,,,,,,,,,,,,,,,"Good","2013-07-24T00:00:00Z",,,"PRJNA158483",,"GCA_000439775.1",,"CP006617.1",,"Complete","454 GS FLX Titanium; Sanger","65.2X","CLC Genomics Workbench v. 4.9",,,1,1481598,41.6,1,1481598,37,3,,1438,99.8,98,,100,,"Zapus hudsonius, MN","isolated from Zapus hudsonius, MN",,,,,,,,,,,,,,,,,,"Comparative genomics of different strains of Anaplasma phagocytophilum.  Strain isolated from Zapus hudsonius, MN.","2014-12-08T22:10:05.133Z","2015-03-16T03:17:09.594Z"
"1184253.3","Anaplasma phagocytophilum HZ2",,1184253,"131567;2;1224;28211;766;942;768;106179;948;1184253","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;phagocytophilum group;Anaplasma phagocytophilum;Anaplasma phagocytophilum str. HZ2","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma","Anaplasma phagocytophilum","Complete","HZ2",,,,"MLST.Anaplasma_phagocytophilum.161",,,,,,,,,,,,,,,,"Good","2013-07-24T00:00:00Z",,,"PRJNA163167",,"GCA_000439755.1",,"CP006616.1",,"Complete","454 GS FLX Titanium; Sanger","56.1X","CLC Genomics Workbench v. 4.9",,,1,1477581,41.6,1,1477581,37,3,,1447,99.6,98.2,,98.9,,,,,,,,,,,,,,,,,,,,,"Comparative genomics of different strains of Anaplasma phagocytophilum.","2014-12-08T22:10:05.122Z","2015-03-16T03:17:09.594Z"
"1184254.3","Anaplasma phagocytophilum Dog2",,1184254,"131567;2;1224;28211;766;942;768;106179;948;1184254","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;phagocytophilum group;Anaplasma phagocytophilum;Anaplasma phagocytophilum str. Dog2","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma","Anaplasma phagocytophilum","Complete","Dog2",,,,"MLST.Anaplasma_phagocytophilum.64",,,,,,,,,,,,,,,,"Good","2013-07-24T00:00:00Z",,,"PRJNA163169",,"GCA_000439795.1",,"CP006618.1",,"Complete","454 GS FLX Titanium; Sanger","64.1X","CLC Genomics Workbench v. 4.9",,,1,1473302,41.6,1,1473302,37,3,,1444,99.9,98.4,,100,,,,,,,,,,,,,,,,,,,,,"Comparative genomics of different strains of Anaplasma phagocytophilum.","2014-12-08T22:10:05.025Z","2015-03-16T03:17:09.594Z"
"1236908.3","Wolbachia endosymbiont of Drosophila simulans wNo",,1236908,"131567;2;1224;28211;766;942;952;953;2640676;77038;1236908","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Drosophila simulans;Wolbachia endosymbiont of Drosophila simulans wNo","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Drosophila simulans","Complete","wNo",,,,"MLST.Wolbachia.16",,,,,,,,,,,,,,,,"Good","2013-04-22T00:00:00Z","23593012",,"PRJNA176302","SAMN02604272","GCA_000376585.1",,"CP003883.1",,"Complete",,,,,,1,1301823,34,1,1301823,34,2,,1303,99.1,99,,100,,,,,,,,,,,,,,,,,,,,,"Whole genome sequencing of Wolbachia strain wNo that belongs to Wolbachia supergroup B and naturally infects Drosophila simulans.","2014-12-08T22:13:49.228Z","2015-03-16T03:17:09.594Z"
"1236909.3","Wolbachia endosymbiont of Drosophila simulans wHa",,1236909,"131567;2;1224;28211;766;942;952;953;2640676;77038;1236909","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Drosophila simulans;Wolbachia endosymbiont of Drosophila simulans wHa","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Drosophila simulans","Complete","wHa",,,,"MLST.Wolbachia.19",,,,,,,,,,,,,,,,"Good","2013-04-22T00:00:00Z","23593012",,"PRJNA176303","SAMN02604273","GCA_000376605.1",,"CP003884.1",,"Complete",,,,,,1,1295804,35.1,1,1295804,35,2,,1403,99.3,99.2,,98.9,,,,,,,,,,,,,,,,,,,,,"Whole genome sequence of Wolbachia strain wHa that belongs to Wolbachia supergroup A and infects Drosophila simulans.","2014-12-08T22:13:49.219Z","2015-03-16T03:17:09.594Z"
"1248439.3","Anaplasma ovis str. Haibei",,1248439,"131567;2;1224;28211;766;942;768;142058;1248439","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;Anaplasma ovis;Anaplasma ovis str. Haibei","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma","Anaplasma ovis","Complete","Haibei",,,,,,,,,,,,,,,,,,,,"Good","2016-12-27T00:00:00Z",,,"PRJNA243623","SAMN02739299","GCF_001922125.1",,"CP007596",,"Complete","Solexa","898x","CLC Genomics Workbench v. 6.5.1.",,,1,1191577,48.89,1,1191577,37,2,,1131,99.4,98.6,0.6,97.7,,"blood",,"2007",2007,,"China","Asia","China: Qinghai, Haibei","env_biome:Sheep",,,,,,,,,,,"Anaplasma ovis (Rickettsiales: Anaplasmataceae) is a tick-borne pathogen of sheep, goats and wild ruminants.","2017-01-17T18:48:30.395Z","2017-01-17T18:48:30.395Z"
"1249650.3","Ehrlichia chaffeensis str. West Paces",,1249650,"131567;2;1224;28211;766;942;943;106178;945;1249650","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. West Paces","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Complete","West Paces",,,,,,,,,,,,,,,,,,,,"Good","2014-04-17T00:00:00Z","-",,"PRJNA178990","SAMN02367293","GCA_000632965.1",,"CP007480.1",,"Complete","PacBio","17.01X","HGAP v. 1.4",,,1,1170935,30.1,1,1170935,37,2,,968,99.5,98.8,,100,,"blood",,"2000",2000,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and Comparison of Genomes and Transcriptome Profiles of Human Ehrlichiosis Agents.","2014-12-08T22:35:19.431Z","2015-03-16T03:17:09.594Z"
"1249651.3","Ehrlichia chaffeensis str. Heartland",,1249651,"131567;2;1224;28211;766;942;943;106178;945;1249651","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. Heartland","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Complete","Heartland",,,,,,,,,,,,,,,,,,,,"Good","2014-04-17T00:00:00Z","-",,"PRJNA178991","SAMN02203185","GCA_000632815.1",,"CP007473.1",,"Complete","PacBio","13.21X","HGAP v. 1.4",,,1,1172721,30.1,1,1172721,37,2,,975,99.4,98.7,,100,,,,"1999",1999,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and Comparison of Genomes and Transcriptome Profiles of Human Ehrlichiosis Agents.","2014-12-08T22:35:19.963Z","2015-03-16T03:17:09.594Z"
"1249652.3","Ehrlichia chaffeensis str. Jax",,1249652,"131567;2;1224;28211;766;942;943;106178;945;1249652","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. Jax","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Complete","Jax",,,,,,,,,,,,,,,,,,,,"Good","2014-04-17T00:00:00Z","-",,"PRJNA178992","SAMN02364462","GCA_000632865.1",,"CP007475.1",,"Complete","PacBio","34X","HGAP v. 1.4",,,1,1176890,30.1,1,1176890,37,2,,992,99.6,99,,100,,,,"1997",1997,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and Comparison of Genomes and Transcriptome Profiles of Human Ehrlichiosis Agents.","2014-12-08T22:35:20.495Z","2015-03-16T03:17:09.594Z"
"1249653.3","Ehrlichia chaffeensis str. Liberty",,1249653,"131567;2;1224;28211;766;942;943;106178;945;1249653","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. Liberty","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Complete","Liberty",,,,,,,,,,,,,,,,,,,,"Good","2014-04-17T00:00:00Z","-",,"PRJNA178993","SAMN02364461","GCA_000632885.1",,"CP007476.1",,"Complete","PacBio","18.97X","HGAP v. 1.4",,,1,1176202,30.1,1,1176202,37,2,,991,99.6,99,,100,,,,"1998",1998,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and Comparison of Genomes and Transcriptome Profiles of Human Ehrlichiosis Agents.","2014-12-08T22:35:21.500Z","2015-03-16T03:17:09.594Z"
"1249654.3","Ehrlichia chaffeensis str. Osceola",,1249654,"131567;2;1224;28211;766;942;943;106178;945;1249654","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. Osceola","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Complete","Osceola",,,,,,,,,,,,,,,,,,,,"Good","2014-04-17T00:00:00Z","-",,"PRJNA178994","SAMN02364994","GCA_000632905.1",,"CP007477.1",,"Complete","PacBio","14.11X","HGAP v. 1.4",,,1,1175197,30.1,1,1175197,37,2,,987,99.5,98.8,,100,,,,"1997",1997,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and Comparison of Genomes and Transcriptome Profiles of Human Ehrlichiosis Agents.","2014-12-08T22:35:21.939Z","2015-03-16T03:17:09.594Z"
"1249655.3","Ehrlichia chaffeensis str. Saint Vincent",,1249655,"131567;2;1224;28211;766;942;943;106178;945;1249655","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. Saint Vincent","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Complete","Saint Vincent",,,,,,,,,,,,,,,,,,,,"Good","2014-04-17T00:00:00Z","-",,"PRJNA178995","SAMN02364995","GCA_000632925.1",,"CP007478.1",,"Complete","PacBio","14.88X","HGAP v. 1.4",,,1,1173884,30.1,1,1173884,37,2,,980,99.5,98.8,,100,,,,"1996",1996,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and Comparison of Genomes and Transcriptome Profiles of Human Ehrlichiosis Agents.","2014-12-08T22:35:22.394Z","2015-03-16T03:17:09.594Z"
"1249656.3","Ehrlichia chaffeensis str. Wakulla",,1249656,"131567;2;1224;28211;766;942;943;106178;945;1249656","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. Wakulla","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Complete","Wakulla",,,,,,,,,,,,,,,,,,,,"Good","2014-04-17T00:00:00Z","-",,"PRJNA178996","SAMN02367298","GCA_000632945.1",,"CP007479.1",,"Complete","PacBio","19.05X","HGAP v. 1.4",,,1,1174357,30.1,1,1174357,37,2,,984,99.6,99,,100,,,,"1997",1997,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and Comparison of Genomes and Transcriptome Profiles of Human Ehrlichiosis Agents.","2014-12-08T22:35:23.270Z","2015-03-16T03:17:09.594Z"
