genusspecies	full_ec_number	ec_numberandgroup	group	genome_id	genome_name	genusspeciespathway	genusspecies1	genus	genuspathway	patric_id	refseq_locus_tag	gene	product	productshort	ec_numberanddescription	ec_number	ec_description	pathwayid	pathway_id	genome_length	genome_size_mbp	genecount_group_by_ecnumber	genepercentage_group_by_ecnumber	genecount_group_by_ecnumber2	genepercentage_group_by_ecnumber2	total_genes_inpathway	bvbrc_genes_inpathway	genes_found_target_group_bypathway	genes_found_nontarget_group_bypathway	perc_missing_in_target_group_bypathway	perc_missing_in_nontarget_group_bypathway	avg_p_index_bypathway	pathway_name_with_loss_innontarget_group_score	loss_innontarget_group_score	pathway_name_with_PML_score	PML	genes_absent_target_group_bypathway	genes_absent_nontarget_group_bypathway	genes_absent_differential	loss_innontarget_group_composite	PML_composite	pathway_name	perc_in_species_bypathway	perc_in_genus_bypathway	perc_in_group_bypathway
Treponema_paraluiscuniculi	p190.3.6.3.14	3.6.3.14_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p190	Treponema_paraluiscuniculi	Treponema	Treponema_p190	fig|545776.8.peg.423	TPCCA_0424	NA	V-type ATP synthase subunit E (EC 3.6.3.14)	V-type ATP synthase subunit E 	3.6.3.14_H(+)-transporting two-sector ATPase	3.6.3.14	H(+)-transporting two-sector ATPase	p190	190	1133390	1.1	2	100	2	100	20	4	1	4	75	0	1.7	Oxidative phosphorylation loss in non-target group score 0	0	Oxidative phosphorylation PML score 300	300	3	0	3	20	3170	Oxidative phosphorylation	25	100	25
Treponema_paraluiscuniculi	p195.3.6.3.14	3.6.3.14_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p195	Treponema_paraluiscuniculi	Treponema	Treponema_p195	fig|545776.8.peg.423	TPCCA_0424	NA	V-type ATP synthase subunit E (EC 3.6.3.14)	V-type ATP synthase subunit E 	3.6.3.14_H(+)-transporting two-sector ATPase	3.6.3.14	H(+)-transporting two-sector ATPase	p195	195	1133390	1.1	2	100	2	100	5	1	1	1	0	0	1.6	Photosynthesis loss in non-target group score 0	0	Photosynthesis PML score 0	0	0	0	0	5	5	Photosynthesis	100	100	100
Treponema_paraluiscuniculi	p20.4.1.1.32	4.1.1.32_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p20	Treponema_paraluiscuniculi	Treponema	Treponema_p20	fig|545776.8.peg.122	TPCCA_0122	pckG	Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32)	Phosphoenolpyruvate carboxykinase [GTP] 	4.1.1.32_Phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)	p20	20	1133390	1.1	2	100	2	100	27	2	1	2	50	0	3.37	Citrate cycle (TCA cycle) loss in non-target group score 0	0	Citrate cycle (TCA cycle) PML score 100	100	1	0	1	10	1060	Citrate cycle (TCA cycle)	50	100	50
Treponema_paraluiscuniculi	p220.2.6.1.1	2.6.1.1_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p220	Treponema_paraluiscuniculi	Treponema	Treponema_p220	fig|545776.8.peg.226	TPCCA_0223	NA	Aspartate aminotransferase (EC 2.6.1.1)	Aspartate aminotransferase 	2.6.1.1_Aspartate transaminase	2.6.1.1	Aspartate transaminase	p220	220	1133390	1.1	2	100	2	100	33	6	1	6	83.3	0	2.97	Arginine biosynthesis loss in non-target group score 0	0	Arginine biosynthesis PML score 500	500	5	0	5	30	5280	Arginine biosynthesis	16.6666666666667	100	16.7
Treponema_paraluiscuniculi	p230.1.17.1.4	1.17.1.4_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.76	TPCCA_0080	coxS	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)	Xanthine dehydrogenase iron-sulfur subunit 	1.17.1.4_Xanthine dehydrogenase	1.17.1.4	Xanthine dehydrogenase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.1.17.4.1	1.17.4.1_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.48	TPCCA_0053	nrdB	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide reductase of class Ia (aerobic), beta subunit 	1.17.4.1_Ribonucleoside-diphosphate reductase	1.17.4.1	Ribonucleoside-diphosphate reductase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.4.2.1	2.4.2.1_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.719	TPCCA_0734	deoD	Purine nucleoside phosphorylase (EC 2.4.2.1)	Purine nucleoside phosphorylase 	2.4.2.1_Purine-nucleoside phosphorylase	2.4.2.1	Purine-nucleoside phosphorylase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.4.2.7	2.4.2.7_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.1026	TPCCA_1039	apt	Adenine phosphoribosyltransferase (EC 2.4.2.7)	Adenine phosphoribosyltransferase 	2.4.2.7_Adenine phosphoribosyltransferase	2.4.2.7	Adenine phosphoribosyltransferase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.4.2.8	2.4.2.8_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.45	TPCCA_0050	NA	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	Hypoxanthine-guanine phosphoribosyltransferase 	2.4.2.8_Hypoxanthine phosphoribosyltransferase	2.4.2.8	Hypoxanthine phosphoribosyltransferase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.7.4.3	2.7.4.3_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.586	TPCCA_0595	adk	Adenylate kinase (EC 2.7.4.3)	Adenylate kinase 	2.7.4.3_Adenylate kinase	2.7.4.3	Adenylate kinase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.7.4.6	2.7.4.6_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.993	TPCCA_1010	ndk	Nucleoside diphosphate kinase (EC 2.7.4.6)	Nucleoside diphosphate kinase 	2.7.4.6_Nucleoside-diphosphate kinase	2.7.4.6	Nucleoside-diphosphate kinase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.7.6.1	2.7.6.1_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.296	TPCCA_0294	prs	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Ribose-phosphate pyrophosphokinase 	2.7.6.1_Ribose-phosphate diphosphokinase	2.7.6.1	Ribose-phosphate diphosphokinase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.7.7.6	2.7.7.6_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.212	TPCCA_0212	rpoA	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	DNA-directed RNA polymerase alpha subunit 	2.7.7.6_DNA-directed RNA polymerase	2.7.7.6	DNA-directed RNA polymerase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.7.7.7	2.7.7.7_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.2	TPCCA_0002	dnaN	DNA polymerase III beta subunit (EC 2.7.7.7)	DNA polymerase III beta subunit 	2.7.7.7_DNA-directed DNA polymerase	2.7.7.7	DNA-directed DNA polymerase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.2.7.7.8	2.7.7.8_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.869	TPCCA_0886	pnp	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	Polyribonucleotide nucleotidyltransferase 	2.7.7.8_Polyribonucleotide nucleotidyltransferase	2.7.7.8	Polyribonucleotide nucleotidyltransferase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.3.1.3.5	3.1.3.5_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.101	TPCCA_0104	ushA	5'-nucleotidase (EC 3.1.3.5); NAD pyrophosphatase, periplasmic (EC 3.6.1.22)	5'-nucleotidase 	3.1.3.5_5'-nucleotidase	3.1.3.5	5'-nucleotidase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.3.6.1.13	3.6.1.13_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.716	TPCCA_0731	nudE	ADP-ribose pyrophosphatase (EC 3.6.1.13) homolog	ADP-ribose pyrophosphatase 	3.6.1.13_ADP-ribose diphosphatase	3.6.1.13	ADP-ribose diphosphatase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.3.6.1.8	3.6.1.8_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.762	TPCCA_0778	mazG	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	Nucleoside triphosphate pyrophosphohydrolase MazG 	3.6.1.8_ATP diphosphatase	3.6.1.8	ATP diphosphatase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p230.4.6.1.1	4.6.1.1_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p230	Treponema_paraluiscuniculi	Treponema	Treponema_p230	fig|545776.8.peg.481	TPCCA_0485	NA	Adenylate cyclase (EC 4.6.1.1)	Adenylate cyclase 	4.6.1.1_Adenylate cyclase	4.6.1.1	Adenylate cyclase	p230	230	1133390	1.1	2	100	2	100	120	36	15	34	58.3	5.6	1.6	Purine metabolism loss in non-target group score 200	200	Purine metabolism PML score 2100	2100	21	2	19	2180	22130	Purine metabolism	41.6666666666667	100	41.7
Treponema_paraluiscuniculi	p240.1.17.4.1	1.17.4.1_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.48	TPCCA_0053	nrdB	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide reductase of class Ia (aerobic), beta subunit 	1.17.4.1_Ribonucleoside-diphosphate reductase	1.17.4.1	Ribonucleoside-diphosphate reductase	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
Treponema_paraluiscuniculi	p240.1.8.1.9	1.8.1.9_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.798	TPCCA_0814	trxB	Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin reductase 	1.8.1.9_Thioredoxin-disulfide reductase	1.8.1.9	Thioredoxin-disulfide reductase	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
Treponema_paraluiscuniculi	p240.2.1.1.148	2.1.1.148_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.990	TPCCA_1007	thyX	Thymidylate synthase ThyX (EC 2.1.1.148)	Thymidylate synthase ThyX 	2.1.1.148_Thymidylate synthase (FAD)	2.1.1.148	Thymidylate synthase (FAD)	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
Treponema_paraluiscuniculi	p240.2.4.2.1	2.4.2.1_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.719	TPCCA_0734	deoD	Purine nucleoside phosphorylase (EC 2.4.2.1)	Purine nucleoside phosphorylase 	2.4.2.1_Purine-nucleoside phosphorylase	2.4.2.1	Purine-nucleoside phosphorylase	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
Treponema_paraluiscuniculi	p240.2.4.2.3	2.4.2.3_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.1013	TPCCA_1027	udp	Uridine phosphorylase (EC 2.4.2.3)	Uridine phosphorylase 	2.4.2.3_Uridine phosphorylase	2.4.2.3	Uridine phosphorylase	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
Treponema_paraluiscuniculi	p240.2.7.1.48	2.7.1.48_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.653	TPCCA_0667	NA	Uridine kinase, type 2 (EC 2.7.1.48)	Uridine kinase, type 2 	2.7.1.48_Uridine kinase	2.7.1.48	Uridine kinase	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
Treponema_paraluiscuniculi	p240.2.7.4.22	2.7.4.22_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.95	TPCCA_0099	pyrH	Uridylate kinase (EC 2.7.4.22)	Uridylate kinase 	2.7.4.22_UMP kinase	2.7.4.22	UMP kinase	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
Treponema_paraluiscuniculi	p240.2.7.4.6	2.7.4.6_group A	target	545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi_p240	Treponema_paraluiscuniculi	Treponema	Treponema_p240	fig|545776.8.peg.993	TPCCA_1010	ndk	Nucleoside diphosphate kinase (EC 2.7.4.6)	Nucleoside diphosphate kinase 	2.7.4.6_Nucleoside-diphosphate kinase	2.7.4.6	Nucleoside-diphosphate kinase	p240	240	1133390	1.1	2	100	2	100	72	26	17	25	34.6	3.8	1.82	Pyrimidine metabolism loss in non-target group score 100	100	Pyrimidine metabolism PML score 900	900	9	1	8	1130	9530	Pyrimidine metabolism	65.3846153846154	100	65.4
